Date,Open,High,Low,Close,Adj Close,Volume
2022-03-29,122.279999,123.709999,119.589996,123.230003,123.230003,94143000
2022-03-30,123.040001,125.669998,118.589996,119.220001,119.220001,99476900
2022-03-31,116.309998,116.379997,109.019997,109.339996,109.339996,147004800
2022-04-01,110.480003,111.419998,106.099998,108.190002,108.190002,111867100
2022-04-04,109.970001,110.940002,107.029999,110.529999,110.529999,90123900
2022-04-05,109.690002,110.480003,106.050003,106.820000,106.820000,79532000
2022-04-06,104.449997,105.739998,101.709999,103.669998,103.669998,105256600
2022-04-07,103.919998,105.239998,100.910004,103.720001,103.720001,91895500
2022-04-08,102.510002,102.989998,100.419998,101.000000,101.000000,92746700
2022-04-11,98.599998,98.669998,95.940002,97.370003,97.370003,95527700
2022-04-12,98.779999,99.589996,94.599998,95.099998,95.099998,89246400
2022-04-13,95.300003,98.330002,94.709999,97.739998,97.739998,77728400
2022-04-14,98.370003,98.389999,92.919998,93.059998,93.059998,73354400
2022-04-18,92.029999,95.160004,91.639999,93.889999,93.889999,80605800
2022-04-19,93.389999,97.070000,92.839996,96.930000,96.930000,77069500
2022-04-20,97.839996,97.910004,93.199997,94.019997,94.019997,62489000
2022-04-21,95.160004,96.230003,89.239998,89.849998,89.849998,76680600
2022-04-22,90.029999,91.459999,87.940002,88.139999,88.139999,75017700
2022-04-25,89.860001,91.370003,88.610001,90.690002,90.690002,93481000
2022-04-26,89.739998,90.120003,85.080002,85.160004,85.160004,89127400
2022-04-27,84.250000,87.900002,84.019997,84.910004,84.910004,83125100
2022-04-28,86.669998,90.580002,84.779999,89.639999,89.639999,91495400
2022-04-29,88.050003,91.790001,85.379997,85.519997,85.519997,82647700
2022-05-02,85.660004,90.370003,85.320000,89.839996,89.839996,98304100
2022-05-03,89.849998,92.209999,89.010002,91.129997,91.129997,126381800
2022-05-04,98.180000,99.690002,91.699997,99.419998,99.419998,225394100
2022-05-05,97.650002,97.839996,92.169998,93.870003,93.870003,153129800
2022-05-06,94.339996,98.180000,92.650002,95.339996,95.339996,144286600
2022-05-09,92.870003,93.739998,85.379997,86.360001,86.360001,144523700
2022-05-10,89.180000,90.769997,85.410004,88.730003,88.730003,137235500
2022-05-11,87.839996,93.459999,86.529999,87.919998,87.919998,136137900
2022-05-12,86.599998,88.550003,83.269997,87.059998,87.059998,129214200
2022-05-13,88.300003,96.570000,88.220001,95.120003,95.120003,138068100
2022-05-16,93.860001,98.169998,93.080002,94.239998,94.239998,131065700
2022-05-17,97.879997,103.199997,97.540001,102.470001,102.470001,164227200
2022-05-18,100.000000,104.220001,95.709999,96.279999,96.279999,142603200
2022-05-19,96.690002,100.690002,95.089996,96.669998,96.669998,141506200
2022-05-20,98.389999,98.639999,88.260002,93.500000,93.500000,164126800
2022-05-23,91.660004,95.190002,90.919998,95.070000,95.070000,128773000
2022-05-24,92.540001,93.419998,89.620003,91.160004,91.160004,123341400
2022-05-25,90.430000,93.889999,89.519997,92.650002,92.650002,111771100
2022-05-26,91.339996,100.330002,90.739998,98.750000,98.750000,128792700
2022-05-27,100.139999,102.400002,99.379997,102.260002,102.260002,104348400
2022-05-31,102.430000,104.550003,100.040001,101.860001,101.860001,125102900
2022-06-01,102.129997,103.570000,99.550003,101.220001,101.220001,99351400
2022-06-02,100.779999,109.500000,100.779999,108.589996,108.589996,120953800
2022-06-03,105.800003,109.389999,104.650002,106.300003,106.300003,110844700
2022-06-06,108.269997,109.570000,104.230003,105.650002,105.650002,96726900
2022-06-07,104.239998,106.239998,102.610001,105.279999,105.279999,79022900
2022-06-08,104.570000,105.849998,100.410004,101.900002,101.900002,97641900
2022-06-09,101.570000,103.940002,98.739998,98.800003,98.800003,95299000
2022-06-10,98.820000,99.930000,94.250000,94.820000,94.820000,102135400
2022-06-13,91.260002,92.029999,86.639999,86.989998,86.989998,98148800
2022-06-14,87.410004,88.300003,85.820000,86.989998,86.989998,84066600
2022-06-15,87.900002,90.860001,86.190002,89.300003,89.300003,95774800
2022-06-16,86.629997,86.730003,80.639999,82.050003,82.050003,102433300
2022-06-17,82.190002,82.940002,79.430000,81.570000,81.570000,105212300
2022-06-21,84.169998,85.809998,82.599998,83.790001,83.790001,87780600
2022-06-22,84.400002,86.379997,83.300003,83.750000,83.750000,86634700
2022-06-23,84.320000,84.410004,80.230003,82.430000,82.430000,100614600
2022-06-24,83.559998,87.529999,83.080002,87.080002,87.080002,88553900
2022-06-27,87.360001,88.220001,85.250000,86.160004,86.160004,74663500
2022-06-28,85.709999,86.730003,80.430000,80.779999,80.779999,95618600
2022-06-29,79.550003,79.750000,76.510002,77.989998,77.989998,104140900
2022-06-30,77.730003,78.910004,75.480003,76.470001,76.470001,105368600
2022-07-01,75.190002,75.449997,72.690002,73.669998,73.669998,87734200
2022-07-05,71.980003,75.209999,71.599998,75.199997,75.199997,95589000
2022-07-06,75.169998,76.279999,73.550003,75.349998,75.349998,85458900
2022-07-07,77.190002,79.989998,76.900002,79.300003,79.300003,83640900
2022-07-08,78.309998,80.470001,77.400002,79.349998,79.349998,83405900
2022-07-11,77.849998,78.290001,75.839996,76.949997,76.949997,76150300
2022-07-12,76.980003,77.440002,74.430000,76.360001,76.360001,77873200
2022-07-13,74.940002,79.110001,74.480003,77.519997,77.519997,79355000
2022-07-14,78.230003,79.250000,76.000000,78.599998,78.599998,83493600
2022-07-15,79.360001,81.199997,77.900002,81.110001,81.110001,76050600
2022-07-18,82.209999,84.470001,80.940002,81.430000,81.430000,90464300
2022-07-19,82.760002,86.410004,82.190002,85.879997,85.879997,85047500
2022-07-20,85.389999,89.919998,85.080002,89.430000,89.430000,88348600
2022-07-21,89.599998,91.580002,88.220001,91.089996,91.089996,90449300
2022-07-22,90.199997,90.690002,87.040001,88.099998,88.099998,76989700
2022-07-25,86.570000,87.599998,85.120003,87.540001,87.540001,70083000
2022-07-26,87.000000,87.750000,84.709999,85.250000,85.250000,69180400
2022-07-27,86.940002,90.620003,86.290001,89.820000,89.820000,78301600
2022-07-28,90.419998,92.220001,88.589996,91.669998,91.669998,79009200
2022-07-29,90.699997,94.809998,90.559998,94.470001,94.470001,76630700
2022-08-01,95.589996,98.389999,93.959999,96.779999,96.779999,96477500
2022-08-02,95.709999,100.919998,95.360001,99.290001,99.290001,116734100
2022-08-03,94.830002,98.769997,93.620003,98.089996,98.089996,131142000
2022-08-04,97.500000,104.589996,97.260002,103.910004,103.910004,125855800
2022-08-05,101.050003,103.860001,100.980003,102.309998,102.309998,93859900
2022-08-08,100.059998,101.800003,97.989998,100.070000,100.070000,92606800
2022-08-09,97.949997,98.050003,93.669998,95.540001,95.540001,89473700
2022-08-10,98.449997,99.349998,95.610001,99.050003,99.050003,83416100
2022-08-11,99.930000,102.370003,98.000000,98.120003,98.120003,77516900
2022-08-12,99.199997,101.400002,98.480003,100.830002,100.830002,72316300
2022-08-15,100.510002,101.849998,99.800003,101.010002,101.010002,61327100
2022-08-16,100.839996,101.449997,98.320000,100.199997,100.199997,60220700
2022-08-17,99.260002,99.639999,96.730003,98.269997,98.269997,63735600
2022-08-18,97.739998,101.070000,96.730003,100.440002,100.440002,76059500
2022-08-19,98.669998,99.250000,94.589996,95.949997,95.949997,67221700
2022-08-22,94.400002,95.019997,92.360001,92.839996,92.839996,61837300
2022-08-23,92.389999,94.440002,92.110001,92.489998,92.489998,52927000
2022-08-24,92.209999,93.379997,90.900002,92.730003,92.730003,56520400
2022-08-25,93.139999,97.570000,93.139999,97.180000,97.180000,61016200
2022-08-26,96.290001,97.599998,91.120003,91.180000,91.180000,65552500
2022-08-29,90.050003,91.190002,88.260002,88.489998,88.489998,61142500
2022-08-30,90.059998,90.150002,85.339996,86.940002,86.940002,69087100
2022-08-31,86.279999,86.720001,83.720001,84.870003,84.870003,64991700
2022-09-01,82.349998,82.760002,78.519997,82.330002,82.330002,94854700
2022-09-02,83.320000,83.650002,79.809998,80.239998,80.239998,84924400
2022-09-06,80.410004,80.889999,78.370003,78.720001,78.720001,68727300
2022-09-07,79.239998,80.250000,77.739998,79.610001,79.610001,67891200
2022-09-08,80.029999,83.449997,79.239998,82.779999,82.779999,89089300
2022-09-09,84.029999,85.680000,83.839996,85.449997,85.449997,68907700
2022-09-12,84.889999,85.349998,83.459999,84.639999,84.639999,71922500
2022-09-13,80.959999,81.470001,76.800003,77.029999,77.029999,80921200
2022-09-14,77.099998,78.080002,75.870003,77.449997,77.449997,71483000
2022-09-15,76.639999,77.970001,74.910004,76.660004,76.660004,81818000
2022-09-16,75.620003,76.820000,74.680000,76.510002,76.510002,75300200
2022-09-19,75.389999,77.339996,75.349998,76.769997,76.769997,64966900
2022-09-20,76.080002,76.580002,74.730003,75.250000,75.250000,51129100
2022-09-21,75.440002,78.410004,74.449997,74.480003,74.480003,82069700
2022-09-22,73.889999,74.290001,69.169998,69.500000,69.500000,101436900
2022-09-23,68.000000,69.080002,66.820000,67.959999,67.959999,87690000
2022-09-26,67.870003,68.739998,66.250000,66.300003,66.300003,82898700
2022-09-27,67.900002,68.779999,66.000000,67.169998,67.169998,94871800
2022-09-28,67.110001,68.800003,66.559998,68.360001,68.360001,72389500
2022-09-29,67.150002,67.199997,62.830002,64.139999,64.139999,102552400
2022-09-30,63.619999,65.910004,63.340000,63.360001,63.360001,81664100
2022-10-03,64.459999,66.910004,63.389999,66.110001,66.110001,83841600
2022-10-04,68.269997,69.180000,67.330002,67.900002,67.900002,77160500
2022-10-05,66.589996,68.690002,64.519997,67.940002,67.940002,87127400
2022-10-06,67.820000,70.290001,67.660004,67.849998,67.849998,98325900
2022-10-07,64.010002,64.029999,58.220001,58.439999,58.439999,163786300
2022-10-10,57.310001,58.790001,56.299999,57.810001,57.810001,112241800
2022-10-11,57.209999,58.919998,56.049999,57.630001,57.630001,114054800
2022-10-12,57.450001,58.320000,56.320000,57.849998,57.849998,89264200
2022-10-13,55.520000,60.139999,54.570000,58.939999,58.939999,131159800
2022-10-14,59.599998,59.939999,55.840000,55.939999,55.939999,96959300
2022-10-17,57.349998,58.509998,57.099998,57.959999,57.959999,76977600
2022-10-18,59.910000,60.490002,56.400002,57.919998,57.919998,103064500
2022-10-19,57.330002,59.040001,56.570000,57.230000,57.230000,75704800
2022-10-20,57.470001,60.200001,57.400002,57.770000,57.770000,79552600
2022-10-21,57.220001,58.910000,55.709999,58.820000,58.820000,95366400
2022-10-24,58.570000,59.000000,56.660000,58.700001,58.700001,76305400
2022-10-25,58.770000,61.980000,58.689999,61.470001,61.470001,85501900
2022-10-26,59.689999,61.770000,59.150002,59.730000,59.730000,79761600
2022-10-27,61.599998,62.720001,58.509998,58.599998,58.599998,83871400
2022-10-28,59.099998,62.349998,58.919998,62.009998,62.009998,78198600
2022-10-31,60.750000,61.860001,59.529999,60.060001,60.060001,73274100
2022-11-01,61.490002,61.990002,59.430000,59.660000,59.660000,83806700
2022-11-02,63.000000,63.930000,58.570000,58.630001,58.630001,142669400
2022-11-03,58.110001,62.279999,58.029999,60.110001,60.110001,95279900
2022-11-04,62.500000,63.000000,60.529999,62.189999,62.189999,84791300
2022-11-07,62.930000,63.529999,61.400002,63.080002,63.080002,62722500
2022-11-08,64.089996,64.959999,62.369999,63.849998,63.849998,75938000
2022-11-09,62.279999,63.049999,59.799999,59.919998,59.919998,62940300
2022-11-10,64.300003,68.800003,63.619999,68.470001,68.470001,107996300
2022-11-11,69.580002,73.320000,68.290001,72.370003,72.370003,111709500
2022-11-14,75.220001,75.250000,72.669998,73.529999,73.529999,108892800
2022-11-15,77.260002,79.160004,75.389999,76.370003,76.370003,108946300
2022-11-16,73.660004,74.830002,71.930000,72.699997,72.699997,79968000
2022-11-17,70.559998,74.379997,70.160004,73.900002,73.900002,82320800
2022-11-18,75.070000,75.349998,72.180000,73.570000,73.570000,73223200
2022-11-21,72.209999,72.980003,71.570000,72.459999,72.459999,51536300
2022-11-22,72.720001,75.330002,72.110001,75.250000,75.250000,55450200
2022-11-23,75.489998,78.220001,75.300003,76.400002,76.400002,81623600
2022-11-25,75.669998,76.040001,74.750000,75.139999,75.139999,26018900
2022-11-28,73.809998,75.470001,72.570000,73.190002,73.190002,45383800
2022-11-29,73.620003,74.489998,72.779999,73.389999,73.389999,51846400
2022-11-30,73.379997,77.699997,72.809998,77.629997,77.629997,88468400
2022-12-01,78.309998,79.230003,76.440002,77.480003,77.480003,59833400
2022-12-02,75.050003,76.279999,73.650002,74.980003,74.980003,64377200
2022-12-05,74.540001,75.169998,72.820000,73.620003,73.620003,47022200
2022-12-06,73.080002,73.389999,69.400002,70.269997,70.269997,64965200
2022-12-07,69.529999,71.370003,69.279999,70.139999,70.139999,59180100
2022-12-08,70.139999,71.220001,69.000000,70.470001,70.470001,56734100
2022-12-09,69.489998,70.669998,68.519997,68.589996,68.589996,59058300
2022-12-12,68.540001,70.669998,67.529999,70.669998,70.669998,60968300
2022-12-13,74.870003,75.209999,70.660004,71.650002,71.650002,72458000
2022-12-14,70.930000,72.000000,68.320000,68.930000,68.930000,67278000
2022-12-15,67.599998,68.209999,66.120003,66.529999,66.529999,58557000
2022-12-16,66.250000,67.190002,64.800003,65.410004,65.410004,62438600
2022-12-19,65.120003,65.589996,63.709999,64.589996,64.589996,46246900
2022-12-20,63.759998,66.059998,63.520000,65.050003,65.050003,52431300
2022-12-21,65.430000,67.849998,65.209999,67.680000,67.680000,44167600
2022-12-22,66.080002,66.309998,62.259998,63.860001,63.860001,73917700
2022-12-23,63.110001,64.660004,62.720001,64.519997,64.519997,45923000
2022-12-27,63.869999,64.279999,62.970001,63.270000,63.270000,36086000
2022-12-28,62.540001,63.540001,61.959999,62.570000,62.570000,39526500
2022-12-29,63.639999,65.180000,63.060001,64.820000,64.820000,41428500
2022-12-30,63.770000,64.820000,63.139999,64.769997,64.769997,37127000
2023-01-03,66.000000,66.879997,63.590000,64.019997,64.019997,46851800
2023-01-04,65.000000,65.790001,63.310001,64.660004,64.660004,47477100
2023-01-05,64.150002,64.349998,62.299999,62.330002,62.330002,46159500
2023-01-06,63.150002,64.300003,60.049999,63.959999,63.959999,70161300
2023-01-09,66.220001,69.320000,65.669998,67.239998,67.239998,69741300
2023-01-10,66.669998,68.150002,66.559998,68.050003,68.050003,41149600
2023-01-11,68.389999,69.129997,67.220001,69.059998,69.059998,44470100
2023-01-12,70.070000,71.650002,67.180000,70.800003,70.800003,70066200
2023-01-13,69.839996,71.099998,69.230003,71.000000,71.000000,45757400
2023-01-17,70.870003,72.660004,70.650002,71.589996,71.589996,42621300
2023-01-18,71.870003,72.779999,70.500000,70.529999,70.529999,39538700
2023-01-19,68.970001,69.250000,67.269997,67.709999,67.709999,47189900
2023-01-20,68.010002,70.129997,67.449997,70.070000,70.070000,47757600
2023-01-23,72.220001,76.589996,71.540001,76.529999,76.529999,84293200
2023-01-24,73.750000,75.639999,73.419998,74.699997,74.699997,60822600
2023-01-25,72.900002,75.120003,72.089996,74.910004,74.910004,49932600
2023-01-26,76.500000,77.080002,74.279999,75.160004,75.160004,49583900
2023-01-27,73.699997,76.739998,73.489998,75.400002,75.400002,58118600
2023-01-30,74.230003,74.639999,72.400002,72.449997,72.449997,48105200
2023-01-31,72.260002,75.199997,72.029999,75.150002,75.150002,71669100
2023-02-01,78.470001,85.480003,77.879997,84.639999,84.639999,152548200
2023-02-02,84.290001,88.940002,83.199997,88.309998,88.309998,97762100
2023-02-03,86.660004,88.800003,85.830002,86.089996,86.089996,66557800
2023-02-06,84.629997,86.279999,83.220001,83.680000,83.680000,53008900
2023-02-07,84.320000,86.250000,82.519997,85.910004,85.910004,65291900
2023-02-08,85.879997,88.000000,84.540001,84.690002,84.690002,54140400
2023-02-09,85.879997,86.669998,82.760002,83.209999,83.209999,46525400
2023-02-10,82.290001,82.709999,80.470001,81.480003,81.480003,49332600
2023-02-13,81.570000,84.150002,80.900002,83.129997,83.129997,45400000
2023-02-14,82.699997,86.190002,81.769997,85.949997,85.949997,55979700
2023-02-15,85.099998,85.889999,83.320000,85.180000,85.180000,46430200
2023-02-16,82.980003,83.349998,80.050003,80.080002,80.080002,57755200
2023-02-17,79.599998,79.650002,77.370003,78.500000,78.500000,47826600
2023-02-21,77.150002,78.459999,76.449997,76.769997,76.769997,44045600
2023-02-22,76.930000,78.129997,75.919998,76.610001,76.610001,50286800
2023-02-23,80.629997,81.790001,77.970001,79.750000,79.750000,76391300
2023-02-24,77.750000,78.809998,76.940002,78.089996,78.089996,46700000
2023-02-27,79.639999,80.120003,78.529999,78.769997,78.769997,45617300
2023-02-28,77.870003,80.139999,77.419998,78.580002,78.580002,44220100
2023-03-01,78.550003,80.290001,77.879997,78.290001,78.290001,44266000
2023-03-02,77.570000,80.919998,76.650002,80.440002,80.440002,60108600
2023-03-03,80.400002,81.629997,79.339996,81.519997,81.519997,54536200
2023-03-06,82.029999,83.300003,81.040001,81.160004,81.160004,54541300
2023-03-07,81.070000,84.849998,80.669998,82.110001,82.110001,70959000
2023-03-08,82.790001,85.769997,82.279999,85.370003,85.370003,69529800
2023-03-09,85.290001,87.809998,83.589996,84.029999,84.029999,79496700
2023-03-10,84.470001,85.449997,81.629997,82.669998,82.669998,70273600
2023-03-13,81.389999,83.830002,78.519997,82.010002,82.010002,65269100
2023-03-14,83.669998,88.300003,83.589996,87.449997,87.449997,66616300
2023-03-15,86.769997,90.419998,86.220001,89.680000,89.680000,86177400
2023-03-16,89.720001,96.690002,89.019997,96.599998,96.599998,115839200
2023-03-17,96.660004,98.750000,95.940002,97.839996,97.839996,94080800
2023-03-20,96.300003,96.940002,92.900002,96.809998,96.809998,92008900
2023-03-21,97.000000,99.459999,93.639999,95.930000,95.930000,85285300
2023-03-22,95.650002,101.699997,95.639999,97.580002,97.580002,110816300
2023-03-23,100.050003,102.430000,98.669998,100.279999,100.279999,84088900
2023-03-24,99.180000,99.519997,96.739998,97.949997,97.949997,64712400
2023-03-27,98.019997,98.930000,95.430000,96.610001,96.610001,57461400
2023-03-28,96.769997,96.940002,92.870003,94.559998,94.559998,59150100
2023-03-29,96.070000,96.910004,94.870003,96.089996,96.089996,55326000
2023-03-30,98.000000,99.529999,97.250000,97.879997,97.879997,59678500
2023-03-31,96.339996,98.360001,95.269997,98.010002,98.010002,55861100
2023-04-03,96.699997,96.790001,94.809998,96.559998,96.559998,50655300
2023-04-04,97.040001,97.269997,95.209999,95.870003,95.870003,43195900
2023-04-05,94.349998,94.500000,91.360001,92.559998,92.559998,52979300
2023-04-06,91.470001,92.910004,90.620003,92.470001,92.470001,47778400
2023-04-10,91.320000,95.800003,91.019997,95.480003,95.480003,52536300
2023-04-11,96.059998,96.070000,92.690002,94.029999,94.029999,51935800
2023-04-12,94.970001,95.000000,91.739998,92.330002,92.330002,53383100
2023-04-13,92.790001,93.160004,91.830002,92.089996,92.089996,40572500
2023-04-14,91.820000,92.970001,90.500000,91.750000,91.750000,38734800
2023-04-17,90.230003,90.690002,88.300003,89.870003,89.870003,47250800
2023-04-18,91.610001,92.160004,89.330002,89.779999,89.779999,46246300
2023-04-19,88.510002,90.540001,88.220001,89.940002,89.940002,37344500
2023-04-20,88.830002,91.580002,88.730003,90.110001,90.110001,47082700
2023-04-21,89.800003,89.800003,88.059998,88.430000,88.430000,41118300
2023-04-24,88.110001,88.639999,86.339996,87.570000,87.570000,40423800
2023-04-25,86.900002,87.059998,83.760002,83.800003,83.800003,52771500
2023-04-26,86.510002,87.349998,85.320000,85.940002,85.940002,47786600
2023-04-27,86.410004,87.570000,84.089996,87.440002,87.440002,53087200
2023-04-28,87.019997,89.750000,86.440002,89.370003,89.370003,50652100
2023-05-01,91.029999,91.040001,88.610001,89.690002,89.690002,59358700
2023-05-02,89.320000,90.459999,88.120003,89.910004,89.910004,70483500
2023-05-03,83.540001,85.480003,81.019997,81.620003,81.620003,109482200
2023-05-04,81.570000,91.639999,81.110001,86.610001,86.610001,122840500
2023-05-05,84.989998,90.430000,84.720001,89.839996,89.839996,78407400
2023-05-08,89.989998,95.660004,89.169998,95.040001,95.040001,95503200
2023-05-09,94.889999,96.160004,93.430000,95.059998,95.059998,68674800
2023-05-10,96.419998,99.940002,96.120003,97.019997,97.019997,95619500
2023-05-11,98.160004,99.190002,96.139999,97.099998,97.099998,57061000
2023-05-12,96.830002,97.449997,93.680000,95.260002,95.260002,53790400
2023-05-15,95.199997,97.430000,93.449997,97.400002,97.400002,51749200
2023-05-16,97.389999,103.279999,97.309998,101.480003,101.480003,90622900
2023-05-17,101.790001,104.139999,100.050003,103.750000,103.750000,75240900
2023-05-18,103.980003,108.099998,103.930000,107.930000,107.930000,74338700
2023-05-19,106.360001,107.290001,104.620003,105.820000,105.820000,67830600
2023-05-22,104.680000,108.790001,103.489998,108.000000,108.000000,65424200
2023-05-23,107.250000,110.989998,107.190002,108.120003,108.120003,73099100
2023-05-24,105.980003,108.910004,105.639999,108.269997,108.269997,65910500
2023-05-25,117.309998,120.690002,115.800003,120.349998,120.349998,108514700
2023-05-26,122.459999,127.430000,120.889999,127.029999,127.029999,92922800
2023-05-30,130.419998,130.789993,123.510002,125.269997,125.269997,98902300
2023-05-31,122.419998,123.959999,117.860001,118.209999,118.209999,87552200
2023-06-01,117.290001,121.279999,116.599998,119.470001,119.470001,66032900
2023-06-02,120.750000,121.660004,117.680000,117.860001,117.860001,52331100
2023-06-05,116.589996,119.320000,116.419998,117.930000,117.930000,52602900
2023-06-06,117.910004,124.419998,117.739998,124.230003,124.230003,75257500
2023-06-07,124.029999,125.339996,117.070000,117.830002,117.830002,81755200
2023-06-08,118.300003,122.209999,117.050003,121.050003,121.050003,65246900
2023-06-09,123.570000,127.250000,123.550003,124.919998,124.919998,75051600
2023-06-12,128.520004,130.479996,126.400002,129.190002,129.190002,85394700
2023-06-13,132.320007,132.830002,122.449997,124.529999,124.529999,132461900
2023-06-14,126.529999,127.730003,123.809998,127.330002,127.330002,95888100
2023-06-15,125.389999,125.699997,122.260002,124.239998,124.239998,85587100
