Date,Open,High,Low,Close,Adj Close,Volume
2023-06-14,437.010010,439.059998,433.589996,437.179993,432.278442,100612100
2023-06-15,436.329987,443.899994,436.230011,442.600006,437.637695,110303100
2023-06-16,443.019989,443.609985,438.970001,439.459991,436.146973,114121300
2023-06-20,437.450012,438.369995,435.029999,437.179993,433.884186,76160400
2023-06-21,436.160004,436.989990,434.329987,434.940002,431.661072,76982300
2023-06-22,433.950012,436.619995,433.600006,436.510010,433.219269,70637200
2023-06-23,432.929993,435.059998,432.470001,433.209991,429.944092,92074500
2023-06-26,432.619995,434.609985,431.190002,431.440002,428.187469,72823600
2023-06-27,432.350006,436.809998,431.880005,436.170013,432.881836,72813700
2023-06-28,435.049988,437.440002,434.410004,436.390015,433.100189,75636000
2023-06-29,435.959991,438.279999,435.540009,438.109985,434.807159,67882300
2023-06-30,441.440002,444.299988,441.109985,443.279999,439.938202,104921500
2023-07-03,442.920013,444.079987,442.630005,443.790009,440.444366,32793400
2023-07-05,441.910004,443.890015,441.899994,443.130005,439.789337,58418400
2023-07-06,439.420013,440.100006,437.059998,439.660004,436.345490,80658300
2023-07-07,438.630005,442.640015,438.299988,438.549988,435.243866,86076100
2023-07-10,438.179993,439.839996,437.589996,439.660004,436.345490,62443500
2023-07-11,440.450012,442.970001,439.440002,442.459991,439.124359,64463800
2023-07-12,446.390015,447.480011,444.910004,446.019989,442.657532,91924500
2023-07-13,447.899994,450.380005,447.450012,449.559998,446.170868,72425200
2023-07-14,450.480011,451.359985,448.489990,449.279999,445.892975,69761800
2023-07-17,449.130005,451.929993,449.079987,450.839996,447.441223,52680200
2023-07-18,450.500000,454.859985,450.049988,454.190002,450.765961,80744400
2023-07-19,455.010010,456.429993,454.109985,455.200012,451.768372,65891700
2023-07-20,454.170013,455.100006,451.440002,452.179993,448.771088,70591600
2023-07-21,453.959991,454.170013,452.170013,452.179993,448.771088,71245400
2023-07-24,453.369995,455.040009,452.299988,454.200012,450.775909,54023400
2023-07-25,453.920013,456.739990,453.869995,455.440002,452.006531,55191200
2023-07-26,454.470001,456.989990,453.380005,455.510010,452.076019,71052900
2023-07-27,459.019989,459.440002,451.549988,452.489990,449.078766,92194400
2023-07-28,455.880005,457.779999,452.489990,456.920013,453.475372,80011800
2023-07-31,457.410004,458.160004,456.049988,457.790009,454.338837,62040400
2023-08-01,456.269989,457.250000,455.489990,456.480011,453.038696,55291500
2023-08-02,453.250000,453.519989,449.350006,450.130005,446.736572,93933400
2023-08-03,448.040009,450.790009,447.369995,448.839996,445.456268,64276100
2023-08-04,450.720001,452.899994,446.269989,446.809998,443.441589,100052300
2023-08-07,448.709991,450.869995,447.989990,450.709991,447.312195,58357500
2023-08-08,448.079987,450.700012,445.269989,448.750000,445.366974,71361300
2023-08-09,449.029999,449.200012,444.959991,445.750000,442.389587,78789600
2023-08-10,448.190002,451.700012,444.700012,445.910004,442.548370,93005500
2023-08-11,443.970001,446.700012,443.350006,445.649994,442.290314,68664600
2023-08-14,444.700012,448.109985,444.380005,448.109985,444.731781,47867400
2023-08-15,446.269989,446.640015,442.299988,442.890015,439.551178,75707500
2023-08-16,442.459991,444.179993,439.529999,439.640015,436.325684,80107200
2023-08-17,441.160004,441.429993,435.750000,436.290009,433.000916,95711300
2023-08-18,433.369995,437.570007,433.010010,436.500000,433.209320,98758400
2023-08-21,437.549988,440.109985,435.320007,439.339996,436.027893,68719000
2023-08-22,441.179993,441.179993,437.570007,438.149994,434.846893,65062900
2023-08-23,439.250000,443.670013,439.100006,443.029999,439.690094,68441000
2023-08-24,444.690002,445.220001,436.859985,436.890015,433.596375,88517300
2023-08-25,438.679993,441.299988,435.000000,439.970001,436.653168,102325100
2023-08-28,442.239990,443.399994,439.970001,442.760010,439.422150,61595400
2023-08-29,442.649994,449.450012,442.459991,449.160004,445.773895,83081900
2023-08-30,449.510010,451.670013,448.779999,451.010010,447.609924,69053900
2023-08-31,451.649994,452.829987,450.160004,450.350006,446.954895,66084600
2023-09-01,453.170013,453.670013,449.679993,451.190002,447.788574,58875700
2023-09-05,450.730011,451.059998,449.170013,449.239990,445.853241,55166200
2023-09-06,448.399994,448.510010,443.809998,446.220001,442.856049,70758500
2023-09-07,443.109985,445.549988,442.750000,444.850006,441.496368,70355400
2023-09-08,444.899994,447.109985,444.529999,445.519989,442.161316,61659700
2023-09-11,448.239990,448.769989,446.470001,448.450012,445.069244,60180100
2023-09-12,446.950012,448.529999,445.390015,445.989990,442.627747,67565400
2023-09-13,446.220001,447.709991,445.079987,446.510010,443.143890,60199300
2023-09-14,449.070007,451.079987,447.720001,450.359985,446.964813,83430800
2023-09-15,447.140015,447.480011,442.920013,443.369995,441.579651,111761400
2023-09-18,443.049988,444.970001,442.559998,443.630005,441.838623,55752200
2023-09-19,442.679993,443.290009,439.940002,442.709991,440.922302,66514600
2023-09-20,444.010010,444.440002,438.429993,438.640015,436.868774,82562600
2023-09-21,435.700012,435.970001,431.230011,431.390015,429.648041,103976100
2023-09-22,432.450012,434.100006,429.989990,430.420013,428.681976,100829700
2023-09-25,429.170013,432.269989,428.720001,432.230011,430.484650,70874500
2023-09-26,429.089996,429.820007,425.019989,425.880005,424.160278,96168400
2023-09-27,427.089996,427.670013,422.290009,426.049988,424.329590,104705800
2023-09-28,425.480011,430.250000,424.869995,428.519989,426.789612,92258300
2023-09-29,431.670013,431.850006,425.910004,427.480011,425.753845,115078500
2023-10-02,426.619995,428.600006,424.459991,427.309998,425.584503,83798600
2023-10-03,425.059998,427.369995,420.179993,421.589996,419.887604,103760600
2023-10-04,422.070007,425.429993,420.559998,424.660004,422.945221,87453000
2023-10-05,424.359985,425.369995,421.170013,424.500000,422.785858,70142700
2023-10-06,421.970001,431.130005,420.600006,429.540009,427.805511,113202700
2023-10-09,427.579987,432.880005,427.010010,432.290009,430.544403,80374400
2023-10-10,432.940002,437.220001,432.529999,434.540009,432.785309,78607300
2023-10-11,435.640015,436.579987,433.179993,436.320007,434.558136,62451700
2023-10-12,436.950012,437.339996,431.230011,433.660004,431.908875,81154200
2023-10-13,435.209991,436.450012,429.880005,431.500000,429.757599,95143100
2023-10-16,433.820007,437.140015,433.570007,436.040009,434.279266,75433200
2023-10-17,432.809998,438.140015,432.450012,436.019989,434.259338,75324700
2023-10-18,434.190002,435.179993,429.089996,430.209991,428.472778,93559800
2023-10-19,430.950012,432.820007,425.730011,426.429993,424.708038,121323000
2023-10-20,425.980011,426.540009,421.079987,421.190002,419.489227,123845800
2023-10-23,419.609985,424.450012,417.799988,420.459991,418.762146,92035100
2023-10-24,422.649994,424.820007,420.739990,423.630005,421.919373,78564200
2023-10-25,421.890015,421.920013,417.019989,417.549988,415.863892,94223200
2023-10-26,416.450012,417.329987,411.600006,412.549988,410.884094,115156800
2023-10-27,414.190002,414.600006,409.209991,410.679993,409.021637,107367700
2023-10-30,413.559998,416.679993,412.220001,415.589996,413.911835,86562700
2023-10-31,416.179993,418.529999,414.209991,418.200012,416.511292,79665200
2023-11-01,419.200012,423.500000,418.649994,422.660004,420.953278,98068100
2023-11-02,426.579987,430.920013,426.559998,430.760010,429.020599,94938900
2023-11-03,433.140015,436.290009,433.010010,434.690002,432.934723,100110800
2023-11-06,435.470001,436.149994,433.679993,435.690002,433.930664,67831700
2023-11-07,435.690002,437.589996,434.510010,436.929993,435.165649,64256100
2023-11-08,437.549988,438.089996,434.869995,437.250000,435.484375,61746000
2023-11-09,438.429993,438.470001,433.399994,433.839996,432.088135,83174400
2023-11-10,435.980011,440.929993,433.829987,440.609985,438.830780,89462200
2023-11-13,439.230011,441.329987,438.420013,440.190002,438.412506,52236100
2023-11-14,446.320007,450.059998,446.089996,448.730011,446.918030,97176900
2023-11-15,450.109985,451.380005,448.799988,449.679993,447.864166,77327600
2023-11-16,449.220001,450.559998,448.119995,450.230011,448.411957,66665800
2023-11-17,450.239990,451.420013,449.290009,450.790009,448.969696,83133200
2023-11-20,450.529999,455.130005,450.519989,454.260010,452.425690,69936200
2023-11-21,453.179993,454.130005,451.959991,453.269989,451.439667,49244600
2023-11-22,454.980011,456.380005,453.890015,455.019989,453.182617,59394900
2023-11-24,455.070007,455.500000,454.730011,455.299988,453.461456,29737400
2023-11-27,454.649994,455.489990,454.079987,454.480011,452.644806,50506000
2023-11-28,454.079987,456.269989,453.500000,454.929993,453.092957,62115000
2023-11-29,457.149994,458.320007,454.200012,454.609985,452.774261,63146000
2023-11-30,455.480011,456.760010,453.339996,456.399994,454.557037,79752700
2023-12-01,455.769989,459.649994,455.160004,459.100006,457.246155,89097900
2023-12-04,455.600006,459.119995,454.339996,456.690002,454.845886,72430900
2023-12-05,455.260010,457.589996,454.869995,456.600006,454.756226,69793500
2023-12-06,458.809998,458.839996,454.309998,454.760010,452.923676,69124700
2023-12-07,456.910004,458.899994,456.290009,458.230011,456.379669,66995400
2023-12-08,457.459991,460.750000,457.209991,460.200012,458.341705,83080900
2023-12-11,459.690002,462.170013,459.470001,461.989990,460.124451,65002200
2023-12-12,461.630005,464.200012,460.600006,464.100006,462.225952,68327600
2023-12-13,464.489990,470.760010,464.119995,470.500000,468.600098,93278000
2023-12-14,472.500000,473.730011,469.250000,472.010010,470.104004,119026000
2023-12-15,469.489990,470.700012,467.429993,469.329987,469.329987,141319300
2023-12-18,470.980011,472.980011,469.890015,471.970001,471.970001,70375300
2023-12-19,472.529999,474.920013,472.450012,474.839996,474.839996,55761800
2023-12-20,473.959991,475.899994,467.820007,468.260010,468.260010,102921000
2023-12-21,471.329987,472.980011,468.839996,472.700012,472.700012,86667500
2023-12-22,473.859985,475.380005,471.700012,473.649994,473.649994,67126600
2023-12-26,474.070007,476.579987,473.989990,475.649994,475.649994,55387000
2023-12-27,475.440002,476.660004,474.890015,476.510010,476.510010,68000300
2023-12-28,476.880005,477.549988,476.260010,476.690002,476.690002,77158100
2023-12-29,476.489990,477.029999,473.299988,475.309998,475.309998,122234100
